x,order1,order2,order3
1535,39.51607,162.45902,
1536,39.52353,162.67539,
1537,39.53113,162.89239,
1538,39.53886,163.11002,
1539,39.54672,163.32829,
1540,39.55472,163.54720,
1541,39.56285,163.76675,
1542,39.57111,163.98694,
1543,39.57950,164.20777,
1544,39.58803,164.42925,
1545,39.59669,164.65137,
1546,39.60549,164.87415,
1547,39.61441,165.09757,
1548,39.62347,165.32165,
1549,39.63267,165.54638,
1550,39.64199,165.77176,
1551,39.65145,165.99781,
1552,39.66105,166.22451,
1553,39.67077,166.45188,
1554,39.68063,166.67990,
1555,39.69063,166.90859,
1556,39.70075,167.13795,
1557,39.71101,167.36798,
1558,39.72141,167.59867,
1559,39.73193,167.83004,
1560,39.74260,168.06208,
1561,39.75339,168.29480,
1562,39.76432,168.52819,
1563,39.77538,168.76226,
1564,39.78658,168.99701,
1565,39.79791,169.23244,
1566,39.80937,169.46856,
1567,39.82097,169.70536,
1568,39.83270,169.94285,
1569,39.84456,170.18103,
1570,39.85656,170.41990,
1571,39.86869,170.65946,
1572,39.88096,170.89972,
1573,39.89336,171.14067,
1574,39.90590,171.38232,
1575,39.91857,171.62467,
1576,39.93137,171.86772,
1577,39.94431,172.11148,
1578,39.95738,172.35594,
1579,39.97058,172.60110,
1580,39.98392,172.84698,
1581,39.99740,173.09356,
1582,40.01101,173.34086,
1583,40.02475,173.58887,
1584,40.03863,173.83759,
1585,40.05264,174.08703,
1586,40.06679,174.33719,
1587,40.08107,174.58808,
1588,40.09549,174.83968,
1589,40.11004,175.09201,
1590,40.12473,175.34507,
1591,40.13955,175.59887,
1592,40.15450,175.85340,
1593,40.16960,176.10867,
1594,40.18482,176.36469,
1595,40.20018,176.62145,
1596,40.21568,176.87897,
1597,40.23131,177.13724,
1598,40.24707,177.39627,
1599,40.26297,177.65607,
1600,40.27901,177.91663,
1601,40.29519,178.17796,
1602,40.31150,178.44006,
1603,40.32796,178.70294,
1604,40.34456,178.96660,
1605,40.36130,179.23105,
1606,40.37818,179.49628,
1607,40.39521,179.76230,
1608,40.41239,180.02912,
1609,40.42972,180.29674,
1610,40.44719,180.56516,
1611,40.46482,180.83439,
1612,40.48260,181.10442,
1613,40.50053,181.37527,
1614,40.51862,181.64694,
1615,40.53686,181.91942,
1616,40.55526,182.19273,
1617,40.57382,182.46687,
1618,40.59253,182.74184,
1619,40.61141,183.01764,
1620,40.63045,183.29428,
1621,40.64965,183.57177,
1622,40.66902,183.85010,
1623,40.68855,184.12927,
1624,40.70825,184.40931,
1625,40.72812,184.69019,
1626,40.74816,184.97194,
1627,40.76836,185.25455,
1628,40.78874,185.53803,
1629,40.80930,185.82238,
1630,40.83002,186.10761,
1631,40.85093,186.39371,
1632,40.87201,186.68069,
1633,40.89327,186.96856,
1634,40.91471,187.25732,
1635,40.93633,187.54697,
1636,40.95813,187.83752,
1637,40.98011,188.12896,
1638,41.00228,188.42131,
1639,41.02463,188.71457,
1640,41.04718,189.00874,
1641,41.06991,189.30382,
1642,41.09282,189.59982,
1643,41.11594,189.89674,
1644,41.13924,190.19459,
1645,41.16273,190.49336,
1646,41.18642,190.79307,
1647,41.21031,191.09371,
1648,41.23439,191.39530,
1649,41.25867,191.69782,
1650,41.28315,192.00129,
1651,41.30784,192.30572,
1652,41.33272,192.61109,
1653,41.35781,192.91743,
1654,41.38310,193.22472,
1655,41.40859,193.53298,
1656,41.43430,193.84221,
1657,41.46021,194.15241,
1658,41.48633,194.46359,
1659,41.51267,194.77575,
