wavelength xh2o xco xco2 xch4 xnh3 xh2s xph3 xhcn xc2h2 xoh xna xk xso2
1.266405000931818181e+00 -2.583080068505838511e+01 -3.250217773412731503e+01 -2.837775640425123314e+01 -2.756910190694301122e+01 -2.511761498871791787e+01 -2.637945034411836431e+01 -2.641877760161377964e+01 -2.650304999669409867e+01 -2.546010747514759132e+01 -3.488527808652516171e+01 -2.981009496713301843e+01 -2.971690090858657030e+01 -3.237035001947110402e+01
1.265983006596286042e+00 -2.636793806647730776e+01 -3.246923240487295459e+01 -2.829644343287419161e+01 -2.744920701139015051e+01 -2.542418560839817587e+01 -2.672875188574482053e+01 -2.642876643253881497e+01 -2.650408654369537587e+01 -2.559218639151253427e+01 -3.569356326988854988e+01 -2.980999941230797035e+01 -2.971676802633486858e+01 -3.233167590877351216e+01
1.265561152878659668e+00 -2.587420657955566838e+01 -3.226390526916466683e+01 -2.825327231483613843e+01 -2.755691058330163301e+01 -2.529052810217902802e+01 -2.612152402898384551e+01 -2.627316300236890712e+01 -2.652046682125575572e+01 -2.561108430001124603e+01 -3.954492297771586351e+01 -2.980990381295493208e+01 -2.971663453440481817e+01 -3.231788634249462433e+01
1.265139439732082316e+00 -2.642532901172568671e+01 -3.359318207558234803e+01 -2.829159350330359857e+01 -2.753379019327891086e+01 -2.514115407030655902e+01 -2.654592776634784812e+01 -2.632221030684701191e+01 -2.658522728193610973e+01 -2.549586061056944430e+01 -3.480201713675554487e+01 -2.980980960886885711e+01 -2.971650238231518415e+01 -3.230944147649675813e+01
1.264717867109712346e+00 -2.659462213473098302e+01 -3.222376476220262020e+01 -2.827408410358265556e+01 -2.761687124870307386e+01 -2.494375857787175121e+01 -2.734067534196768534e+01 -2.649725074511010092e+01 -2.662792191965513666e+01 -2.556137759339667781e+01 -3.972998617584588743e+01 -2.980971320898299126e+01 -2.971636644653946746e+01 -3.234687865329981804e+01
1.264296434964723881e+00 -2.658017686930554646e+01 -3.216062412875307785e+01 -2.833815326470360674e+01 -2.760676048957686746e+01 -2.505134922121812124e+01 -2.636708848819812090e+01 -2.630514145035180462e+01 -2.666560699962735015e+01 -2.543688249318796935e+01 -3.940527043072444968e+01 -2.980961710742549897e+01 -2.971623011414838800e+01 -3.234812870819602182e+01
1.263875143250307032e+00 -2.588782685976505249e+01 -3.237643468368258937e+01 -2.827879477143944342e+01 -2.754390339256298859e+01 -2.516880388759262388e+01 -2.633637711136961101e+01 -2.639237755302811195e+01 -2.656037959648923419e+01 -2.559674767338319512e+01 -3.671509558751827029e+01 -2.980952098249570881e+01 -2.971609281307094008e+01 -3.230661675461710303e+01
1.263453991919667008e+00 -2.665901428997584333e+01 -3.336564077364130299e+01 -2.824754889108723077e+01 -2.755873207254982304e+01 -2.495713415636959098e+01 -2.691846988114124173e+01 -2.632257528989799766e+01 -2.680128934653255257e+01 -2.546564456850408575e+01 -3.271338591843982613e+01 -2.980942483418263933e+01 -2.971595439714894127e+01 -3.226536841346789686e+01
1.263032980926025006e+00 -2.632378211489626096e+01 -3.189639010019424958e+01 -2.824751931469447896e+01 -2.740444012354194570e+01 -2.483350247351390649e+01 -2.652293090045889556e+01 -2.652215066494960283e+01 -2.685046491606853536e+01 -2.556929895680945108e+01 -3.274183862110572107e+01 -2.980932895845140607e+01 -2.971581512111019663e+01 -3.230098286728273393e+01
1.262612110222617545e+00 -2.596358322703795452e+01 -3.327063586991975797e+01 -2.827622729486437692e+01 -2.725944741694471674e+01 -2.496358362846094892e+01 -2.637602662366617423e+01 -2.644091788002982213e+01 -2.677098208260464318e+01 -2.542234298888438815e+01 -3.269325171496626581e+01 -2.980923304664973372e+01 -2.971567433029020577e+01 -3.227775398979530053e+01
1.262191379762696464e+00 -2.693977493624007025e+01 -3.230966717936164656e+01 -2.819576473022811669e+01 -2.746605785458316262e+01 -2.488165854239350949e+01 -2.702768914449549698e+01 -2.640537520703201579e+01 -2.702133902190963965e+01 -2.558246282816410400e+01 -3.272721406438996183e+01 -2.980913709011643675e+01 -2.971553175111807832e+01 -3.223832799226658352e+01
1.261770789499530032e+00 -2.670015132593182017e+01 -3.185339549235413514e+01 -2.819522089486140715e+01 -2.752389066211429025e+01 -2.492717815818958726e+01 -2.654592839799175152e+01 -2.654530235843273189e+01 -2.708830128972445905e+01 -2.538066485124311455e+01 -3.225450445891377171e+01 -2.980904108882598180e+01 -2.971538706066644764e+01 -3.219415726693161162e+01
1.261350339386400954e+00 -2.653802301393658780e+01 -3.253423068496064730e+01 -2.819653314720046566e+01 -2.746843924464587161e+01 -2.491675591778982124e+01 -2.669944527121533895e+01 -2.648443464771813183e+01 -2.702457380133910902e+01 -2.558293676601834576e+01 -3.197431022112916921e+01 -2.980894504275299184e+01 -2.971523985585828953e+01 -3.219780852488266021e+01
1.260930029376608807e+00 -2.642862278104981399e+01 -3.226906061582513274e+01 -2.814824168995976095e+01 -2.744842136343958572e+01 -2.497319911368899525e+01 -2.662797705725747832e+01 -2.658056350495600029e+01 -2.726502743037220000e+01 -2.544887098112101143e+01 -3.187959474986713460e+01 -2.980884895187192640e+01 -2.971508962829414813e+01 -3.222510295132935454e+01
1.260509859423467605e+00 -2.602602838588758516e+01 -3.188544573104801927e+01 -2.811707993346085743e+01 -2.732693450513206201e+01 -2.479535250426750537e+01 -2.686358341304254793e+01 -2.675919080359269842e+01 -2.711196502783407425e+01 -2.553374652634713726e+01 -3.201709372199477599e+01 -2.980875281615720596e+01 -2.971493572886629408e+01 -3.221681323363339544e+01
1.260089829480307344e+00 -2.657246908285533493e+01 -3.193383531119329533e+01 -2.806237387213885626e+01 -2.737247305630311800e+01 -2.494776943764837540e+01 -2.687557629872527443e+01 -2.648514392873810408e+01 -2.734047319323180147e+01 -2.541918167439594356e+01 -3.390650900358627950e+01 -2.980865663558324030e+01 -2.971477731857577709e+01 -3.220606617637593416e+01
1.259669939500473568e+00 -2.661704104988812958e+01 -3.245956455907185756e+01 -2.806914419286603746e+01 -2.742085918977620906e+01 -2.483956476971656713e+01 -2.676695991311728662e+01 -2.667713436033138663e+01 -2.742851515472652579e+01 -2.556418096261623418e+01 -3.843804600203181110e+01 -2.980856041012441437e+01 -2.971461329714641764e+01 -3.221557126203499877e+01
1.259250189437327805e+00 -2.641150979759517270e+01 -3.176300436901887636e+01 -2.796596033723774610e+01 -2.737773834912914594e+01 -2.483876072868077500e+01 -2.688708969222614087e+01 -2.651640362915075855e+01 -2.749228369151607865e+01 -2.539571497542249645e+01 -3.394590819195842357e+01 -2.980846413975515574e+01 -2.971444219865165692e+01 -3.219212516691590764e+01
1.258830579244246239e+00 -2.686473809513617894e+01 -3.191144101153795276e+01 -2.802399624671619449e+01 -2.740050099457678456e+01 -2.461506475908820946e+01 -2.672442184944187815e+01 -2.672714182020083840e+01 -2.754577445070698971e+01 -2.543471337876128757e+01 -3.264495914423196865e+01 -2.980836782444981381e+01 -2.971426203479022732e+01 -3.219976337852602910e+01
1.258411108874621265e+00 -2.588892470443520821e+01 -3.227148327463590505e+01 -2.801189677181365312e+01 -2.738143343053402390e+01 -2.487282105056385006e+01 -2.697309065392898475e+01 -2.675508926088560457e+01 -2.759588811236297445e+01 -2.552191628900440534e+01 -3.661553043224090942e+01 -2.980827146418273799e+01 -2.971407005367745313e+01 -3.213813638645396509e+01
1.257991778281860817e+00 -2.605252319468134914e+01 -3.169499388719811961e+01 -2.795580881419471453e+01 -2.725593406278375497e+01 -2.480454623908034861e+01 -2.754501070074207547e+01 -2.664558294676013972e+01 -2.763746327864732066e+01 -2.550024103503534434e+01 -3.641331152641865287e+01 -2.980817505892819952e+01 -2.971386235918842189e+01 -3.214878370702647459e+01
1.257572587419387489e+00 -2.671562082260089710e+01 -3.224121778070774980e+01 -2.802110279474753085e+01 -2.738015466461301628e+01 -2.494066088749862686e+01 -2.698258983626530849e+01 -2.675473609536200215e+01 -2.768551252967594678e+01 -2.551537247961846688e+01 -3.211943942339947000e+01 -2.980807860866053005e+01 -2.971363328469487541e+01 -3.210605887471248110e+01
1.257153536240640523e+00 -2.652077053158113884e+01 -3.173206413630137490e+01 -2.798290758275551227e+01 -2.735871599316171299e+01 -2.455184273422090513e+01 -2.790148238931120517e+01 -2.667776516633947992e+01 -2.772906462265405025e+01 -2.550634439702124823e+01 -3.193373971982325799e+01 -2.980798211335402215e+01 -2.971337433462426603e+01 -3.215587218075394560e+01
1.256734624699074043e+00 -2.637239276621681583e+01 -3.167448991078063258e+01 -2.794159780491499490e+01 -2.739461075540899415e+01 -2.472017067185066708e+01 -2.698551141596082203e+01 -2.670857226286002017e+01 -2.779124704477057151e+01 -2.544835562383600092e+01 -3.211166251038184782e+01 -2.980788557298296126e+01 -2.971307230041806591e+01 -3.215906740289356236e+01
1.256315852748157935e+00 -2.676350001772062370e+01 -3.201625335063145883e+01 -2.787942492408479822e+01 -2.734891148540994621e+01 -2.497481957457384993e+01 -2.739525109118951107e+01 -2.683022223659503425e+01 -2.781782949584037823e+01 -2.558184052171395706e+01 -3.851345838635869256e+01 -2.980778898752162576e+01 -2.971270573795235137e+01 -3.215972789300190016e+01
1.255897220341377185e+00 -2.648904413495003851e+01 -3.145272920528206484e+01 -2.791651995070904491e+01 -2.728558933186321411e+01 -2.492052731738303351e+01 -2.698625727717832135e+01 -2.680926726722177378e+01 -2.775260605568571393e+01 -2.548435091813632525e+01 -3.655424691673458426e+01 -2.980769235694426555e+01 -2.971223794812400598e+01 -3.217643870033999320e+01
1.255478727432233210e+00 -2.623162025836310107e+01 -3.226793240501918092e+01 -2.790983540514484318e+01 -2.728156160644707384e+01 -2.465995487623025184e+01 -2.712155850501299881e+01 -2.698268207816354192e+01 -2.788774356541320998e+01 -2.551775463932214905e+01 -3.945433391660485256e+01 -2.980759568122512704e+01 -2.971160186271933767e+01 -3.211629599622062869e+01
1.255060373974241861e+00 -2.675986446931221607e+01 -3.763845050032039552e+01 -2.788609246142741682e+01 -2.723465434497453685e+01 -2.500405557821184388e+01 -2.709715363335447336e+01 -2.689092671374575971e+01 -2.771559780035943277e+01 -2.554441181948649486e+01 -3.962532528931016174e+01 -2.980749896033843882e+01 -2.971066415289508456e+01 -3.207961509599932270e+01
1.254642159920934752e+00 -2.621445529752165982e+01 -3.145394738439955518e+01 -2.782002277134144208e+01 -2.735095099583128686e+01 -2.478079467981243056e+01 -2.708487258215898308e+01 -2.690202265165881457e+01 -2.797037763243981345e+01 -2.544085902703528390e+01 -3.625290229261437247e+01 -2.980740219425846504e+01 -2.970912835304715571e+01 -3.211217532699436106e+01
1.254224085225859264e+00 -2.594493086471852550e+01 -3.152846322181217076e+01 -2.779796311304292189e+01 -2.722505422923517671e+01 -2.508417911958024149e+01 -2.733187715667054718e+01 -2.683624050615070900e+01 -2.808562959800926961e+01 -2.568365920453200957e+01 -3.292871829348072765e+01 -2.980730538295940235e+01 -2.970622316191128931e+01 -3.208857022763481126e+01
1.253806149842578321e+00 -2.612684579013261654e+01 -3.277238532418760997e+01 -2.772791084802690875e+01 -2.729821611302455509e+01 -2.458564294573119469e+01 -2.719278093919552575e+01 -2.677333336960924370e+01 -2.734813784671639070e+01 -2.539307014142250907e+01 -3.436069881497688527e+01 -2.980720852641543672e+01 -2.969940189419981991e+01 -3.204547727573640969e+01
1.253388353724669946e+00 -2.667509578831932870e+01 -3.145061559207925583e+01 -2.773568527946094520e+01 -2.716547649579212376e+01 -2.480096322502907569e+01 -2.723811901473762020e+01 -2.684287621190428297e+01 -2.819533553406852988e+01 -2.547185319659338987e+01 -3.470074122698182606e+01 -2.980711162460069019e+01 -2.967596778020414305e+01 -3.204791614083578821e+01
1.252970696825727925e+00 -2.667091697175105480e+01 -3.138161331250474007e+01 -2.779328939241779750e+01 -2.719908689491652609e+01 -2.493872218322152889e+01 -2.715389045593659390e+01 -2.683160591249025373e+01 -2.810017205504924220e+01 -2.550047611229406286e+01 -3.464676230440682758e+01 -2.980701467748931677e+01 -2.947552852703226733e+01 -3.211373271324644918e+01
1.252553179099361591e+00 -2.649558523996262593e+01 -3.139862720603439783e+01 -2.768283057295800731e+01 -2.714909871900250238e+01 -2.492260472120434045e+01 -2.721162060877965772e+01 -2.651249285649423726e+01 -2.812460712911212468e+01 -2.539734888068318241e+01 -3.510784111224477755e+01 -2.980691768505547046e+01 -2.714683664714495137e+01 -3.209670391656627686e+01
1.252135800499194929e+00 -2.643310772973836720e+01 -3.272729497025677858e+01 -2.763634507242031191e+01 -2.716542346530838259e+01 -2.479211763343124630e+01 -2.708745972300100391e+01 -2.658736376927584288e+01 -2.776632861799173924e+01 -2.559877909232709925e+01 -3.321868904848417969e+01 -2.980682064727322711e+01 -2.947320114138413771e+01 -3.212745633874745010e+01
1.251718560978868799e+00 -2.637729803673676798e+01 -3.133128533278891226e+01 -2.769386732730261969e+01 -2.708893797833264472e+01 -2.453922468779173727e+01 -2.733783761927001166e+01 -2.672646502009880010e+01 -2.820382324587716738e+01 -2.538489192573336695e+01 -3.719463156268692927e+01 -2.980672356411652402e+01 -2.967533061062096778e+01 -3.207763448557278707e+01
1.251301460492037831e+00 -2.656644022146600648e+01 -3.128355460309500558e+01 -2.764432619074032615e+01 -2.717567213947859273e+01 -2.495521098491358458e+01 -2.729389548190756543e+01 -2.691507829023381859e+01 -2.800634927789324990e+01 -2.538012259813888249e+01 -3.766168931406351561e+01 -2.980662643555928426e+01 -2.969869243491077171e+01 -3.208045940549170183e+01
1.250884498992373528e+00 -2.650864562575903349e+01 -3.441604356007407262e+01 -2.763794927690172187e+01 -2.719124177424585653e+01 -2.501543714788686401e+01 -2.710897868334490823e+01 -2.698302893964460125e+01 -2.803863670470599345e+01 -2.562528135555410458e+01 -3.321475961999470172e+01 -2.980652945683271327e+01 -2.844018339648011562e+01 -3.204728065654927605e+01
1.250467676433562270e+00 -2.719252606479456347e+01 -3.108606173047554577e+01 -2.751631341137067110e+01 -2.709578905535619953e+01 -2.467246273597460871e+01 -2.744761554491273259e+01 -2.694865563767433869e+01 -2.801772670284105615e+01 -2.540296219237179898e+01 -3.274160345578097520e+01 -2.980643257815502523e+01 -2.851841539247827484e+01 -3.196791134124314482e+01
1.250050992769305758e+00 -2.629629814155267553e+01 -3.240653104578659338e+01 -2.759111362892919672e+01 -2.709842824807900286e+01 -2.472910193823839009e+01 -2.725521511218999393e+01 -2.705729840126919328e+01 -2.813896602676357972e+01 -2.570580172520874029e+01 -3.249650487874613702e+01 -2.980633567573907428e+01 -2.851656729135703472e+01 -5.327600334241346758e+01
1.249634447953321237e+00 -2.698178499057070923e+01 -3.153858612782358861e+01 -2.750013242738365449e+01 -2.709090684433785867e+01 -2.498201674521508764e+01 -2.733077974396656273e+01 -3.212528052711223836e+01 -2.797841570042371018e+01 -2.541429979001996031e+01 -3.451695390818132836e+01 -2.980623874957363739e+01 -2.851470305581272768e+01 -5.327600334241346758e+01
1.249218041939341495e+00 -2.686659962423872372e+01 -3.100124186399765591e+01 -2.747377412951569653e+01 -2.705583646935901854e+01 -2.491275678157228057e+01 -2.740421065495944219e+01 -3.268833680897992622e+01 -2.805763648238486141e+01 -2.543424264782908040e+01 -3.450427249789437667e+01 -2.980614011084001191e+01 -2.851279728663982027e+01 -5.327600334241346758e+01
1.248801774681114418e+00 -2.600215735270593598e+01 -3.236925385714751968e+01 -2.758822610977401979e+01 -2.696170897976635317e+01 -2.473696651903050281e+01 -2.728180856328340553e+01 -3.296744914081365607e+01 -2.791024640808928936e+01 -2.548078061231038305e+01 -3.195953803405476634e+01 -2.980604303247787001e+01 -2.851091677007850933e+01 -5.327600334241346758e+01
1.248385646132403437e+00 -2.612952634499926674e+01 -3.109209573443279950e+01 -2.751621524950244435e+01 -2.696452355104330678e+01 -2.486093648326961159e+01 -2.743564043042325196e+01 -3.318094863328258981e+01 -2.813290669300182145e+01 -2.579564081795901131e+01 -3.191873611544216160e+01 -2.980594558542481209e+01 -2.850902423404598807e+01 -5.327600334241346758e+01
1.247969656246987746e+00 -2.628839035503522936e+01 -3.102620066245589925e+01 -2.742634311756777166e+01 -2.706585150734204248e+01 -2.496050264917282036e+01 -2.743018858058790244e+01 -3.339042527557985096e+01 -2.787260268394248186e+01 -2.554407210040699994e+01 -3.201877645003560247e+01 -2.980584809276374614e+01 -2.850712702622541528e+01 -5.327600334241346758e+01
1.247553804978661418e+00 -2.641630095608843476e+01 -3.115085749949170690e+01 -2.743480385000962229e+01 -2.700638353653979351e+01 -2.503366607625741125e+01 -2.741191767013103942e+01 -3.359798748248471156e+01 -2.813716776313940571e+01 -2.560009786321345260e+01 -3.201421029420345121e+01 -2.980575055446829680e+01 -2.850522358206035634e+01 -5.327600334241346758e+01
1.247138092281234290e+00 -2.693827059006636659e+01 -3.208909217159949634e+01 -2.736720737684500904e+01 -2.697978164480760910e+01 -2.474276906628792005e+01 -2.773437634196662671e+01 -3.381002180843451299e+01 -2.784024584869311525e+01 -2.562741793116083144e+01 -3.499256689815526755e+01 -2.980565297306605288e+01 -2.850331470303099479e+01 -5.327600334241346758e+01
1.246722518108531297e+00 -2.630230832694048715e+01 -3.076981224271953508e+01 -2.738759152201473412e+01 -2.698723702975646788e+01 -2.488820951807771564e+01 -2.743715445828631871e+01 -3.405609160909631328e+01 -2.780635439301251566e+01 -2.591196921811037512e+01 -3.621285997032816795e+01 -2.980555587990726707e+01 -2.850141035241713539e+01 -5.327600334241346758e+01
1.246307082414393141e+00 -2.662918016822359135e+01 -3.201714976140304714e+01 -2.735403128586348842e+01 -2.697766236694686270e+01 -2.504429527982817660e+01 -2.743997625073496494e+01 -5.327600334241346758e+01 -2.806752038592572873e+01 -2.570975626979218021e+01 -3.262618620199838659e+01 -2.980545876290890206e+01 -2.849949783529655534e+01 -5.327600334241346758e+01
1.245891785152675402e+00 -2.654724334288405885e+01 -3.181933706605269307e+01 -2.738539542737910182e+01 -2.689569081877541024e+01 -2.479671630744982735e+01 -2.773249176280478778e+01 -5.327600334241346758e+01 -2.779737599715122442e+01 -2.579727381712739032e+01 -3.167960548533006815e+01 -2.980535994439611258e+01 -2.849753823693823662e+01 -5.327600334241346758e+01
1.245476626277249643e+00 -2.634708092140015978e+01 -3.065590578726478554e+01 -2.722581743934254916e+01 -2.695420208792228678e+01 -2.492799324931658234e+01 -2.744184635445951415e+01 -5.327600334241346758e+01 -2.808849964553757772e+01 -2.586130276471237366e+01 -3.367843406242440096e+01 -2.980526250097895868e+01 -2.849557835085411384e+01 -5.327600334241346758e+01
1.245061605742002309e+00 -2.707845009417562920e+01 -3.164215943979176160e+01 -2.733933658190803939e+01 -2.689521917577303256e+01 -2.484290542982912342e+01 -2.797417801721693920e+01 -5.327600334241346758e+01 -2.769262253632633275e+01 -2.589539782767866427e+01 -3.150517289344106331e+01 -2.980516468835922694e+01 -2.849354420456825565e+01 -5.327600334241346758e+01
1.244646723500835384e+00 -2.639947786799086415e+01 -3.103378871300094133e+01 -2.732143169143117234e+01 -2.693964585108927778e+01 -2.481919332616899965e+01 -2.756968019128112246e+01 -5.327600334241346758e+01 -2.794862132127627774e+01 -2.610247351782884806e+01 -3.171726114280046716e+01 -2.980506682992233181e+01 -2.849128979082010815e+01 -5.327600334241346758e+01
1.244231979507665953e+00 -2.596988720148367591e+01 -3.074947360404064511e+01 -2.726120582793979708e+01 -2.696934133468935002e+01 -2.497799499253864397e+01 -2.759461322431673125e+01 -5.327600334241346758e+01 -2.769849703239163574e+01 -2.596609075839960212e+01 -3.836806268731815805e+01 -2.980496909673168915e+01 -2.848776103230002121e+01 -5.327600334241346758e+01
1.243817373716427088e+00 -2.642922106436453689e+01 -3.084321259370750923e+01 -2.731233937635739650e+01 -2.690810398385448110e+01 -2.456042364515836951e+01 -2.766412181671469739e+01 -5.327600334241346758e+01 -2.766185058043102885e+01 -2.598176547380429824e+01 -3.831501985019599488e+01 -2.980487183602533108e+01 -2.839161185928354314e+01 -5.327600334241346758e+01
1.243402906081066517e+00 -2.634809851695538185e+01 -3.171595224022918202e+01 -2.724783000802025157e+01 -2.694245618011340682e+01 -2.495465833421623358e+01 -2.786249897898366967e+01 -5.327600334241346758e+01 -2.791387042869362389e+01 -2.614072103517107237e+01 -3.207400459429597106e+01 -2.980477297942153569e+01 -2.761011579379202274e+01 -5.327600334241346758e+01
1.242988576555547953e+00 -2.636487369868773101e+01 -3.061471998660350380e+01 -2.722761084229426132e+01 -2.695934058995472071e+01 -2.518124271730797048e+01 -2.774914064070119935e+01 -5.327600334241346758e+01 -2.764023197041973745e+01 -2.612070019111609298e+01 -3.210294014633191750e+01 -2.980467526112078147e+01 -2.848336220121874263e+01 -5.327600334241346758e+01
1.242574385093849987e+00 -2.654997977925585317e+01 -3.088811167558197823e+01 -2.716680667464450849e+01 -2.689476574969160438e+01 -2.487895076938540839e+01 -2.796541302229111636e+01 -5.327600334241346758e+01 -2.782005609218874298e+01 -2.609320997433222900e+01 -3.187691107674249125e+01 -2.980457717323198708e+01 -2.848213033774191771e+01 -5.327600334241346758e+01
1.242160331649966531e+00 -2.645283568994233292e+01 -3.103668821831254476e+01 -2.713454217873219321e+01 -2.687575189635263939e+01 -2.476405337716735033e+01 -2.766034335100257735e+01 -5.327600334241346758e+01 -2.759672276713091676e+01 -2.621158823691396833e+01 -3.269057514464778791e+01 -2.980447903936830301e+01 -2.848030115966431808e+01 -5.327600334241346758e+01
1.241746416177907264e+00 -2.630146009206878333e+01 -3.058074311912882237e+01 -2.715568756752142576e+01 -2.680577584491018683e+01 -2.467968112494042288e+01 -2.762569895284359944e+01 -5.327600334241346758e+01 -2.756869268694125097e+01 -2.612504368871636373e+01 -3.403119666861324788e+01 -2.980438144766543473e+01 -2.847844288722582107e+01 -5.327600334241346758e+01
1.241332638631696517e+00 -2.657460920276967897e+01 -3.103587163564902340e+01 -2.711462737666034073e+01 -2.687283030484351087e+01 -2.461174171066173244e+01 -2.764677343108233032e+01 -5.327600334241346758e+01 -2.786799308314003554e+01 -2.621244923827664053e+01 -3.895596349127044533e+01 -2.980428404284181809e+01 -2.847656729148518551e+01 -5.327600334241346758e+01
1.240918998965374609e+00 -2.616341581776607583e+01 -3.076613597658611710e+01 -2.712273359270705342e+01 -2.683947452960834212e+01 -2.520886217209326219e+01 -2.799672281657980122e+01 -5.327600334241346758e+01 -2.752932000106070376e+01 -2.620859762398485415e+01 -3.690856121859826544e+01 -2.980418436163216711e+01 -2.847463667030755019e+01 -5.327600334241346758e+01
1.240505497132996959e+00 -2.579610705353497835e+01 -3.047228406589236727e+01 -2.714451513097682778e+01 -2.687350057400345804e+01 -2.513783309670123955e+01 -2.811896571627290342e+01 -5.327600334241346758e+01 -2.784282947478033066e+01 -2.621366257360487850e+01 -3.468677556454262856e+01 -2.980408636750170359e+01 -2.847273222926639846e+01 -5.327600334241346758e+01
1.240092133088634085e+00 -2.656105593322250868e+01 -3.097833978945526567e+01 -2.708094079523384679e+01 -2.682938035032567470e+01 -2.461231860521919046e+01 -2.793366358303126518e+01 -5.327600334241346758e+01 -2.752769225519864804e+01 -2.624046533244490575e+01 -3.156434660251833080e+01 -2.980398800339511212e+01 -2.847081675644916743e+01 -5.327600334241346758e+01
1.239678906786371826e+00 -2.662745438258216524e+01 -3.034293486400100193e+01 -2.706252863507939210e+01 -2.681210060419668650e+01 -2.467700459987060313e+01 -2.815139238432072233e+01 -5.327600334241346758e+01 -2.752314811366353808e+01 -2.620785877610269665e+01 -3.161689061942506740e+01 -2.980389045555126870e+01 -2.846891528408364636e+01 -5.327600334241346758e+01
1.239265818180311562e+00 -2.647268177120813704e+01 -3.107869420254705162e+01 -2.694132287127047931e+01 -2.677927818881278554e+01 -2.460478018673859779e+01 -2.792094430493779811e+01 -5.327600334241346758e+01 -2.792983961290807926e+01 -2.623790147751859081e+01 -3.155862943943097676e+01 -2.980379113673197011e+01 -2.846697750183437492e+01 -5.327600334241346758e+01
1.238852867224569998e+00 -2.691733544681495260e+01 -3.413212039771763529e+01 -2.701617697084839875e+01 -2.682429620675589987e+01 -2.498204433443471828e+01 -2.773126394922515203e+01 -5.327600334241346758e+01 -2.750085783946840223e+01 -2.622874515192856393e+01 -3.162526764624928077e+01 -2.980369295819471986e+01 -2.846506062610792043e+01 -5.327600334241346758e+01
1.238440053873278712e+00 -2.684189247667569234e+01 -3.023300347070734873e+01 -2.701326319457814407e+01 -2.670898931777513852e+01 -2.453039664101572370e+01 -2.783295454396331081e+01 -5.327600334241346758e+01 -2.747001466185752250e+01 -2.622594117603127373e+01 -3.689904717845315929e+01 -2.980359440942409321e+01 -2.846313543147164538e+01 -5.327600334241346758e+01
1.238027378080585272e+00 -2.627298862655965195e+01 -3.115927130612934448e+01 -2.708951321523910494e+01 -2.674194535401689876e+01 -2.498918973366481566e+01 -2.830548084758141414e+01 -5.327600334241346758e+01 -2.789776264086853175e+01 -2.621428684953871269e+01 -3.874964399033550677e+01 -2.980349648023770825e+01 -2.846122116672204783e+01 -5.327600334241346758e+01
1.237614839800651456e+00 -2.641076776773624246e+01 -3.383891048585653039e+01 -2.700722488782193764e+01 -2.669216663808334644e+01 -2.455403854818799303e+01 -2.819823932839292624e+01 -5.327600334241346758e+01 -2.745387427407611725e+01 -2.626207485051088497e+01 -3.632581464636892576e+01 -2.980339717311472469e+01 -2.845927947531866309e+01 -5.327600334241346758e+01
1.237202438987655695e+00 -2.612386763091752684e+01 -3.029368745643788330e+01 -2.694043993383142421e+01 -2.673156308503331857e+01 -2.467709758068233938e+01 -2.799901973537168232e+01 -5.327600334241346758e+01 -2.741122453002047266e+01 -2.621931355881010361e+01 -3.246651477429671928e+01 -2.980329880974721135e+01 -2.845735566111791570e+01 -5.327600334241346758e+01
1.236790175595790187e+00 -2.573211729286644101e+01 -3.036989305265054284e+01 -2.696502591146888506e+01 -2.675546839934271404e+01 -2.484121774691303486e+01 -2.788705502568687677e+01 -5.327600334241346758e+01 -2.797401498887993299e+01 -2.623136147299036480e+01 -3.747593208454372160e+01 -2.980320007588697351e+01 -2.845542474176237135e+01 -5.327600334241346758e+01
1.236378049579263561e+00 -2.619399030083785718e+01 -3.024125037074826849e+01 -2.688972134117431168e+01 -2.679553220493696486e+01 -2.484224163120113715e+01 -2.776054698416277944e+01 -5.327600334241346758e+01 -2.747407059333221824e+01 -2.624206794300513224e+01 -3.150412460838871098e+01 -2.980310211616368932e+01 -2.845350888823995561e+01 -5.327600334241346758e+01
1.235966060892299545e+00 -2.624497449145344063e+01 -3.148792230718747831e+01 -2.701340318305686594e+01 -2.677100620526087482e+01 -2.469968633945878977e+01 -2.810184278202752139e+01 -5.327600334241346758e+01 -2.741893056326199485e+01 -2.619964771195563458e+01 -3.696327737154547322e+01 -2.980300246907694017e+01 -2.845155967121116802e+01 -5.327600334241346758e+01
1.235554209489136301e+00 -2.610642766568368245e+01 -3.030725461953501210e+01 -2.684969720017873840e+01 -2.676847435335930925e+01 -2.442827099632442511e+01 -2.800383153505554645e+01 -5.327600334241346758e+01 -2.748029106185107295e+01 -2.625693013851591573e+01 -3.156575288260521361e+01 -2.980290392045441550e+01 -2.844963155526996346e+01 -5.327600334241346758e+01
1.235142495324028422e+00 -2.668413777548413179e+01 -3.016226280577067342e+01 -2.682365506094821583e+01 -2.668296663714744099e+01 -2.464227361094454949e+01 -2.826864372033319484e+01 -5.327600334241346758e+01 -2.775172052518767529e+01 -2.623915583275206842e+01 -3.228509523367980449e+01 -2.980280515432146871e+01 -2.844769793978667849e+01 -5.327600334241346758e+01
1.234730918351244489e+00 -2.659221866175137095e+01 -3.527390988135407923e+01 -2.678948051896283999e+01 -2.664673845618320058e+01 -2.471751661322264226e+01 -2.823373719987272068e+01 -5.327600334241346758e+01 -2.742759288727136990e+01 -2.624579201251154004e+01 -3.384752102043336208e+01 -2.980270736258985309e+01 -2.844578307604046330e+01 -5.327600334241346758e+01
